Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,01,Alabama,029,"SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS",50,"$175,621.28","$33,768.06","$18,767.46"
State,01,Alabama,030,"SPINAL PROCEDURES WITHOUT CC/MCC",13,"$71,767.31","$16,324.46","$14,562.69"
State,01,Alabama,031,"VENTRICULAR SHUNT PROCEDURES WITH MCC",16,"$205,866.50","$39,617.56","$27,168.13"
State,01,Alabama,032,"VENTRICULAR SHUNT PROCEDURES WITH CC",27,"$96,243.70","$16,767.89","$11,548.93"
State,01,Alabama,033,"VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC",26,"$86,130.54","$12,692.62","$10,939.77"
State,01,Alabama,034,"CAROTID ARTERY STENT PROCEDURES WITH MCC",29,"$130,673.00","$26,492.14","$23,256.83"
State,01,Alabama,035,"CAROTID ARTERY STENT PROCEDURES WITH CC",83,"$96,336.13","$16,133.61","$14,524.41"
State,01,Alabama,036,"CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC",160,"$73,341.22","$12,797.34","$10,702.70"
State,01,Alabama,037,"EXTRACRANIAL PROCEDURES WITH MCC",60,"$144,037.52","$26,807.80","$22,172.73"
State,01,Alabama,038,"EXTRACRANIAL PROCEDURES WITH CC",158,"$88,506.93","$12,504.27","$9,365.97"
State,01,Alabama,039,"EXTRACRANIAL PROCEDURES WITHOUT CC/MCC",329,"$57,401.95","$8,695.24","$6,456.97"
State,01,Alabama,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",45,"$168,968.87","$26,206.64","$22,211.69"
State,01,Alabama,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",75,"$119,942.55","$16,214.36","$13,181.61"
State,01,Alabama,054,"NERVOUS SYSTEM NEOPLASMS WITH MCC",123,"$63,886.15","$11,529.13","$8,474.82"
State,01,Alabama,055,"NERVOUS SYSTEM NEOPLASMS WITHOUT MCC",31,"$35,504.26","$7,790.32","$5,877.81"
State,01,Alabama,056,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC",184,"$72,116.91","$16,536.61","$13,639.73"
State,01,Alabama,057,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC",397,"$39,800.00","$11,038.67","$7,564.65"
State,01,Alabama,059,"MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC",22,"$50,643.91","$10,119.59","$6,617.55"
State,01,Alabama,060,"MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC",15,"$52,748.20","$6,655.27","$4,858.00"
State,01,Alabama,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",50,"$189,700.28","$21,929.52","$19,100.84"
State,01,Alabama,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",81,"$99,480.48","$14,258.94","$10,795.38"
State,01,Alabama,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",17,"$79,560.06","$11,897.00","$8,887.65"
State,01,Alabama,064,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC","1,016","$78,292.01","$15,186.94","$12,197.71"
State,01,Alabama,065,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS","1,307","$46,862.93","$8,000.00","$5,804.19"
State,01,Alabama,066,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC",355,"$32,203.59","$5,829.40","$3,660.85"
State,01,Alabama,067,"NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC",26,"$67,071.27","$11,556.31","$9,545.54"
State,01,Alabama,068,"NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC",82,"$40,002.15","$7,059.38","$5,191.04"
State,01,Alabama,069,"TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC",620,"$38,410.76","$6,214.73","$4,457.04"
State,01,Alabama,070,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",263,"$63,070.97","$13,769.22","$11,118.07"
State,01,Alabama,071,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC",308,"$44,470.83","$8,916.11","$6,425.56"
State,01,Alabama,072,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC",45,"$32,955.04","$6,320.20","$4,323.31"
State,01,Alabama,073,"CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC",93,"$51,058.01","$11,667.45","$9,933.65"
State,01,Alabama,074,"CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC",173,"$40,404.00","$9,024.56","$5,738.72"
State,01,Alabama,075,"VIRAL MENINGITIS WITH CC/MCC",11,"$87,284.73","$15,089.82","$9,785.27"
State,01,Alabama,077,"HYPERTENSIVE ENCEPHALOPATHY WITH MCC",29,"$77,578.72","$11,851.31","$9,229.28"
State,01,Alabama,078,"HYPERTENSIVE ENCEPHALOPATHY WITH CC",34,"$52,655.94","$7,216.82","$5,805.15"
State,01,Alabama,080,"NONTRAUMATIC STUPOR AND COMA WITH MCC",18,"$75,134.78","$14,621.22","$13,461.17"
State,01,Alabama,081,"NONTRAUMATIC STUPOR AND COMA WITHOUT MCC",16,"$29,304.19","$7,454.06","$5,275.56"
State,01,Alabama,082,"TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC",141,"$86,708.08","$18,676.89","$14,584.81"
State,01,Alabama,083,"TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC",138,"$54,843.48","$10,799.22","$8,454.68"
State,01,Alabama,084,"TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC",73,"$40,374.66","$7,776.12","$5,775.48"
State,01,Alabama,085,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC",105,"$76,413.90","$16,123.42","$13,739.70"
State,01,Alabama,086,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC",155,"$50,476.90","$10,681.47","$8,267.63"
State,01,Alabama,087,"TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC",78,"$35,270.35","$7,067.05","$5,022.31"
State,01,Alabama,089,"CONCUSSION WITH CC",28,"$42,129.11","$8,521.46","$6,828.43"
State,01,Alabama,091,"OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC",203,"$61,095.25","$13,537.76","$10,505.75"
State,01,Alabama,092,"OTHER DISORDERS OF NERVOUS SYSTEM WITH CC",265,"$38,261.15","$8,452.62","$5,956.16"
State,01,Alabama,093,"OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC",83,"$31,557.14","$6,098.37","$4,548.37"
State,01,Alabama,094,"BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC",21,"$144,297.29","$27,828.29","$24,988.62"
State,01,Alabama,095,"BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC",16,"$117,526.56","$16,723.00","$14,429.06"
State,01,Alabama,097,"NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC",28,"$142,541.14","$32,833.29","$23,806.54"
State,01,Alabama,098,"NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC",14,"$121,993.14","$16,915.93","$12,464.00"
State,01,Alabama,100,"SEIZURES WITH MCC",346,"$85,737.01","$14,628.59","$11,876.05"
State,01,Alabama,101,"SEIZURES WITHOUT MCC",430,"$38,149.54","$8,293.84","$5,454.02"
State,01,Alabama,102,"HEADACHES WITH MCC",16,"$52,654.25","$9,269.50","$6,681.00"
State,01,Alabama,103,"HEADACHES WITHOUT MCC",116,"$34,484.98","$7,635.37","$4,174.96"
State,01,Alabama,123,"NEUROLOGICAL EYE DISORDERS",41,"$37,231.27","$7,350.00","$4,913.20"
State,01,Alabama,124,"OTHER DISORDERS OF THE EYE WITH MCC OR THROMBOLYTIC AGENT",13,"$33,125.15","$10,986.38","$9,640.31"
State,01,Alabama,125,"OTHER DISORDERS OF THE EYE WITHOUT MCC",37,"$42,767.59","$7,084.22","$4,719.22"
State,01,Alabama,141,"MAJOR HEAD AND NECK PROCEDURES WITH CC",33,"$95,589.73","$19,200.73","$14,080.58"
State,01,Alabama,142,"MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC",17,"$92,990.06","$14,558.82","$11,922.35"
State,01,Alabama,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",24,"$78,433.04","$16,053.29","$11,420.75"
State,01,Alabama,145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",28,"$56,969.43","$10,506.11","$8,313.93"
State,01,Alabama,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",11,"$47,607.36","$13,495.82","$7,263.55"
State,01,Alabama,149,DYSEQUILIBRIUM,151,"$28,265.80","$5,919.53","$4,018.19"
State,01,Alabama,150,"EPISTAXIS WITH MCC",11,"$34,423.64","$10,758.73","$7,989.91"
State,01,Alabama,151,"EPISTAXIS WITHOUT MCC",33,"$26,841.70","$6,563.09","$4,438.30"
State,01,Alabama,152,"OTITIS MEDIA AND URI WITH MCC",28,"$45,740.50","$8,783.39","$6,597.39"
State,01,Alabama,153,"OTITIS MEDIA AND URI WITHOUT MCC",59,"$26,726.71","$6,926.44","$4,055.54"
State,01,Alabama,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",15,"$57,557.73","$13,661.47","$7,732.00"
State,01,Alabama,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",30,"$31,324.10","$7,324.40","$5,687.60"
State,01,Alabama,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",13,"$45,763.92","$5,891.46","$4,179.92"
State,01,Alabama,157,"DENTAL AND ORAL DISEASES WITH MCC",17,"$69,237.41","$11,430.59","$9,321.59"
State,01,Alabama,158,"DENTAL AND ORAL DISEASES WITH CC",26,"$37,140.15","$8,212.35","$5,417.23"
State,01,Alabama,163,"MAJOR CHEST PROCEDURES WITH MCC",165,"$206,911.82","$35,488.41","$29,808.04"
State,01,Alabama,164,"MAJOR CHEST PROCEDURES WITH CC",169,"$103,529.61","$19,382.09","$15,057.55"
State,01,Alabama,165,"MAJOR CHEST PROCEDURES WITHOUT CC/MCC",89,"$74,198.17","$14,226.08","$11,780.91"
State,01,Alabama,166,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC",144,"$142,551.94","$25,554.98","$20,960.88"
State,01,Alabama,167,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC",87,"$84,336.29","$14,600.45","$10,649.66"
State,01,Alabama,168,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC",26,"$58,031.38","$11,470.69","$7,837.96"
State,01,Alabama,175,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",372,"$54,923.58","$11,164.63","$8,372.63"
State,01,Alabama,176,"PULMONARY EMBOLISM WITHOUT MCC",290,"$35,273.31","$6,546.94","$4,570.92"
State,01,Alabama,177,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC","2,614","$58,190.61","$12,989.43","$10,995.20"
State,01,Alabama,178,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC",663,"$32,987.89","$8,604.55","$6,599.32"
State,01,Alabama,179,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC",170,"$21,719.26","$6,370.51","$4,880.79"
State,01,Alabama,180,"RESPIRATORY NEOPLASMS WITH MCC",212,"$67,141.82","$12,710.54","$10,221.45"
State,01,Alabama,181,"RESPIRATORY NEOPLASMS WITH CC",80,"$48,195.50","$9,392.29","$6,868.44"
State,01,Alabama,183,"MAJOR CHEST TRAUMA WITH MCC",45,"$48,960.71","$11,941.58","$9,808.18"
State,01,Alabama,184,"MAJOR CHEST TRAUMA WITH CC",85,"$39,334.24","$8,270.94","$6,350.66"
State,01,Alabama,185,"MAJOR CHEST TRAUMA WITHOUT CC/MCC",18,"$33,912.39","$6,206.67","$4,450.56"
State,01,Alabama,186,"PLEURAL EFFUSION WITH MCC",106,"$61,800.78","$11,355.91","$9,838.09"
State,01,Alabama,187,"PLEURAL EFFUSION WITH CC",67,"$40,841.43","$8,196.54","$6,408.75"
State,01,Alabama,188,"PLEURAL EFFUSION WITHOUT CC/MCC",12,"$19,933.75","$6,106.08","$5,094.58"
State,01,Alabama,189,"PULMONARY EDEMA AND RESPIRATORY FAILURE","1,244","$48,448.51","$9,315.47","$7,370.52"
State,01,Alabama,190,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC","1,221","$44,408.62","$8,344.15","$6,543.44"
State,01,Alabama,191,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC",463,"$31,378.74","$7,071.97","$5,030.75"
State,01,Alabama,192,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC",181,"$21,057.81","$5,341.73","$3,689.18"
State,01,Alabama,193,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC","2,101","$49,925.79","$9,769.27","$7,763.41"
State,01,Alabama,194,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",971,"$31,610.65","$6,655.79","$4,961.82"
State,01,Alabama,195,"SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC",228,"$18,732.04","$5,255.62","$3,774.75"
State,01,Alabama,196,"INTERSTITIAL LUNG DISEASE WITH MCC",134,"$72,063.87","$16,105.94","$10,585.01"
State,01,Alabama,197,"INTERSTITIAL LUNG DISEASE WITH CC",26,"$44,504.46","$9,032.81","$6,086.12"
State,01,Alabama,199,"PNEUMOTHORAX WITH MCC",103,"$56,705.05","$12,493.73","$10,416.94"
State,01,Alabama,200,"PNEUMOTHORAX WITH CC",116,"$39,674.27","$8,587.94","$6,514.93"
State,01,Alabama,201,"PNEUMOTHORAX WITHOUT CC/MCC",25,"$24,587.08","$5,581.88","$4,132.04"
State,01,Alabama,202,"BRONCHITIS AND ASTHMA WITH CC/MCC",320,"$32,994.39","$7,339.67","$5,459.75"
State,01,Alabama,203,"BRONCHITIS AND ASTHMA WITHOUT CC/MCC",47,"$24,896.45","$5,341.51","$3,465.55"
State,01,Alabama,204,"RESPIRATORY SIGNS AND SYMPTOMS",73,"$27,921.95","$6,654.47","$5,031.04"
State,01,Alabama,205,"OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC",107,"$85,329.63","$14,923.29","$11,564.80"
State,01,Alabama,206,"OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC",98,"$32,686.90","$7,329.69","$5,042.39"
State,01,Alabama,207,"RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS",260,"$238,519.66","$47,835.61","$40,310.16"
State,01,Alabama,208,"RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS",451,"$106,715.35","$20,515.31","$16,947.35"
State,01,Alabama,215,"OTHER HEART ASSIST SYSTEM IMPLANT",45,"$462,935.27","$85,943.51","$69,539.62"
State,01,Alabama,216,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",99,"$401,630.60","$75,997.13","$66,018.06"
State,01,Alabama,217,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",35,"$260,508.00","$48,915.54","$35,560.77"
State,01,Alabama,219,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",224,"$327,596.45","$66,818.49","$51,948.20"
State,01,Alabama,220,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",199,"$240,347.75","$41,083.79","$32,661.80"
State,01,Alabama,221,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",14,"$177,045.00","$36,762.86","$23,577.93"
State,01,Alabama,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",18,"$298,685.72","$59,549.72","$45,048.06"
State,01,Alabama,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",16,"$340,828.88","$49,498.75","$46,244.75"
State,01,Alabama,226,"CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC",25,"$291,559.52","$44,117.36","$42,432.92"
State,01,Alabama,227,"CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC",21,"$211,363.52","$34,095.43","$30,227.86"
State,01,Alabama,228,"OTHER CARDIOTHORACIC PROCEDURES WITH MCC",58,"$195,922.91","$40,479.48","$34,926.83"
State,01,Alabama,229,"OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC",91,"$136,145.11","$25,432.25","$20,878.47"
State,01,Alabama,231,"CORONARY BYPASS WITH PTCA WITH MCC",20,"$357,531.65","$57,598.95","$54,538.75"
State,01,Alabama,233,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",242,"$326,799.44","$51,558.33","$42,101.58"
State,01,Alabama,234,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC",240,"$224,321.74","$34,609.66","$26,738.50"
State,01,Alabama,235,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC",221,"$234,439.14","$42,330.94","$34,022.86"
State,01,Alabama,236,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC",304,"$185,868.68","$30,820.58","$22,743.91"
State,01,Alabama,239,"AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC",114,"$167,271.58","$30,656.43","$24,695.68"
State,01,Alabama,240,"AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC",86,"$83,907.47","$18,292.62","$15,583.17"
State,01,Alabama,241,"AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC",14,"$60,264.21","$10,776.43","$9,551.43"
State,01,Alabama,242,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC",210,"$156,496.67","$26,338.22","$20,751.54"
State,01,Alabama,243,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC",284,"$114,973.65","$18,297.64","$13,735.99"
State,01,Alabama,244,"PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC",124,"$107,640.40","$13,773.50","$10,944.52"
State,01,Alabama,245,"AICD GENERATOR PROCEDURES",12,"$157,217.17","$34,247.58","$31,985.67"
State,01,Alabama,246,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O",433,"$158,180.74","$22,151.10","$18,127.98"
State,01,Alabama,247,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC",667,"$122,234.14","$15,011.09","$10,532.61"
State,01,Alabama,250,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC",49,"$123,624.29","$20,035.22","$17,162.78"
State,01,Alabama,251,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITHOUT MCC",54,"$78,234.96","$13,062.24","$8,124.78"
State,01,Alabama,252,"OTHER VASCULAR PROCEDURES WITH MCC",290,"$122,732.96","$24,936.59","$21,422.57"
State,01,Alabama,253,"OTHER VASCULAR PROCEDURES WITH CC",281,"$104,000.50","$19,340.68","$15,556.33"
State,01,Alabama,254,"OTHER VASCULAR PROCEDURES WITHOUT CC/MCC",150,"$61,711.32","$12,623.20","$10,014.11"
State,01,Alabama,255,"UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC",29,"$106,334.34","$21,530.66","$17,901.48"
State,01,Alabama,256,"UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC",39,"$76,955.59","$11,710.08","$9,609.62"
State,01,Alabama,260,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC",29,"$133,855.62","$24,394.55","$20,847.41"
State,01,Alabama,261,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC",38,"$82,145.79","$14,935.08","$11,316.29"
State,01,Alabama,262,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC",19,"$62,055.16","$13,190.26","$8,858.74"
State,01,Alabama,264,"OTHER CIRCULATORY SYSTEM O.R. PROCEDURES",115,"$103,945.97","$23,641.15","$19,644.30"
State,01,Alabama,266,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",330,"$220,162.01","$41,999.28","$40,726.35"
State,01,Alabama,267,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC",446,"$186,102.95","$35,643.93","$33,358.30"
State,01,Alabama,268,"AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC",47,"$301,277.23","$66,358.87","$44,035.62"
State,01,Alabama,269,"AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC",194,"$177,757.13","$30,676.96","$26,579.87"
State,01,Alabama,270,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",270,"$227,895.34","$38,541.76","$34,030.32"
State,01,Alabama,271,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC",165,"$142,921.82","$25,854.92","$20,105.85"
State,01,Alabama,272,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC",71,"$104,873.73","$19,795.72","$13,922.59"
State,01,Alabama,273,"PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC",103,"$172,039.08","$30,466.54","$26,126.69"
State,01,Alabama,274,"PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC",943,"$141,056.27","$22,657.24","$20,422.54"
State,01,Alabama,276,"CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR",16,"$300,018.81","$46,891.06","$44,925.19"
State,01,Alabama,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC","1,321","$69,042.00","$11,901.29","$9,575.95"
State,01,Alabama,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",604,"$46,258.97","$7,733.60","$5,204.52"
State,01,Alabama,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",228,"$38,600.99","$5,748.01","$3,803.66"
State,01,Alabama,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",169,"$97,490.08","$16,393.70","$13,349.59"
State,01,Alabama,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",701,"$83,933.87","$17,704.84","$12,760.48"
State,01,Alabama,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",650,"$55,108.16","$9,068.74","$6,251.01"
State,01,Alabama,288,"ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC",13,"$97,008.46","$16,906.54","$15,276.69"
State,01,Alabama,291,"HEART FAILURE AND SHOCK WITH MCC","4,572","$41,947.15","$9,708.46","$7,775.93"
State,01,Alabama,292,"HEART FAILURE AND SHOCK WITH CC",277,"$28,247.64","$7,138.54","$5,376.53"
